Original_Image,Augmented_Image,Augmentation_Type
3CKBZB7T3H.jpg,aug_ai_00059.jpg,horizontal_flip
J975XEP3FI.jpg,aug_ai_00060.jpg,gaussian_blur
T3LO9HJDS9.jpg,aug_ai_00061.jpg,rotation
3DJDRFRQ4N.jpg,aug_ai_00062.jpg,masking
8W01LRRV0T.jpg,aug_ai_00063.jpg,gaussian_blur
PTELJ6ATXS.jpg,aug_ai_00064.jpg,rotation
fake_FaceShifter_127_129_1.jpg,aug_ai_00065.jpg,gaussian_blur
ZGOD8WBGYR.jpg,aug_ai_00066.jpg,noise_injection
HUO4KTOU4Y.jpg,aug_ai_00067.jpg,gaussian_blur
fake_NeuralTextures_050_059_1.jpg,aug_ai_00068.jpg,rotation
EN95KOF2WY.jpg,aug_ai_00069.jpg,gaussian_blur
dfdc_validation_fake_doanjploai_236_0.jpg,aug_ai_00070.jpg,rotation
fake_NeuralTextures_973_970_0.jpg,aug_ai_00071.jpg,gaussian_blur
dfdc_validation_fake_arkroixhey_88_0.jpg,aug_ai_00072.jpg,brightness_shift
OMH6OHJ3NF.jpg,aug_ai_00073.jpg,rotation
dfdc_train_fake_bbhtdfuqxq_205_0.jpg,aug_ai_00074.jpg,masking
fake_Deepfakes_049_946_1.jpg,aug_ai_00075.jpg,horizontal_flip
49EMV4E1IJ.jpg,aug_ai_00076.jpg,brightness_shift
H162OE8VZY.jpg,aug_ai_00077.jpg,rotation
fake_FaceShifter_714_842_1.jpg,aug_ai_00078.jpg,color_jitter
FAZVWAPU8H.jpg,aug_ai_00079.jpg,noise_injection
dfdc_train_fake_cwrtyzndpx_12_0.jpg,aug_ai_00080.jpg,horizontal_flip
fake_FaceSwap_771_849_1.jpg,aug_ai_00081.jpg,rotation
dfdc_validation_fake_esnntzzajv_222_0.jpg,aug_ai_00082.jpg,rotation
ai_detect_fake_350_20241130152015_A_close-up_shot_of_a_elderly_non-binary_person_of_.jpg,aug_ai_00083.jpg,brightness_shift
1ZRLVRD4KB.jpg,aug_ai_00084.jpg,masking
fake_FaceShifter_311_387_0.jpg,aug_ai_00085.jpg,horizontal_flip
YSAG17NBVI.jpg,aug_ai_00086.jpg,noise_injection
12MPLEMR1R.jpg,aug_ai_00087.jpg,noise_injection
celebdf_train_id25_id21_0005_frame120_face3.jpg,aug_ai_00088.jpg,masking
fake_Face2Face_658_627_1.jpg,aug_ai_00089.jpg,gaussian_blur
dfdc_train_fake_bnjcdrfuov_30_0.jpg,aug_ai_00090.jpg,masking
celebdf_train_id27_id22_0000_frame0_face1.jpg,aug_ai_00091.jpg,masking
fake_Deepfakes_362_354_0.jpg,aug_ai_00092.jpg,brightness_shift
dfdc_train_fake_dptbnjnkdg_23_0.jpg,aug_ai_00093.jpg,noise_injection
0Z7ODSTA3K.jpg,aug_ai_00094.jpg,brightness_shift
SJYDPL9ON3.jpg,aug_ai_00095.jpg,rotation
2CIVP8CGUS.jpg,aug_ai_00096.jpg,color_jitter
VA7288S7GP.jpg,aug_ai_00097.jpg,horizontal_flip
4OBC57RIZP.jpg,aug_ai_00098.jpg,brightness_shift
dfdc_validation_fake_ddjggcasdw_209_0.jpg,aug_ai_00099.jpg,gaussian_blur
dfdc_train_fake_eepezmygaq_275_0.jpg,aug_ai_00100.jpg,masking
K7K6DI0D1W.jpg,aug_ai_00101.jpg,gaussian_blur
celebdf_test_id13_id7_0012_frame120_face3.jpg,aug_ai_00102.jpg,noise_injection
celebdf_train_id0_id21_0002_frame180_face4.jpg,aug_ai_00103.jpg,brightness_shift
SBPTSJ3G0H.jpg,aug_ai_00104.jpg,color_jitter
7LYEHVAFDJ.jpg,aug_ai_00105.jpg,horizontal_flip
dfdc_validation_fake_duzuusuajr_93_0.jpg,aug_ai_00106.jpg,gaussian_blur
dfdc_train_fake_dwediigjit_176_0.jpg,aug_ai_00107.jpg,color_jitter
IHX0KKYZTY.jpg,aug_ai_00108.jpg,color_jitter
fake_FaceSwap_353_383_1.jpg,aug_ai_00109.jpg,noise_injection
fake_DeepFakeDetection_26_12__outside_talking_still_laughing__FWFQ5YB8_1.jpg,aug_ai_00110.jpg,rotation
8HDNJHO9HN.jpg,aug_ai_00111.jpg,horizontal_flip
OCZWKF4V1F.jpg,aug_ai_00112.jpg,horizontal_flip
ZNYICLDWEE.jpg,aug_ai_00113.jpg,rotation
0CKLY2MZDK.jpg,aug_ai_00114.jpg,rotation
H7GCMNINHX.jpg,aug_ai_00115.jpg,brightness_shift
U2JL4JUZUE.jpg,aug_ai_00116.jpg,noise_injection
ai_detect_fake_592_20241130162455_A_close-up_shot_of_a_young_adult_male_person_of_Na.jpg,aug_ai_00117.jpg,brightness_shift
celebdf_val_id9_id30_0001_frame240_face5.jpg,aug_ai_00118.jpg,masking
8RWST4D5Q3.jpg,aug_ai_00119.jpg,masking
celebdf_test_id29_id33_0009_frame360_face12.jpg,aug_ai_00120.jpg,color_jitter
fake_FaceSwap_418_507_1.jpg,aug_ai_00121.jpg,rotation
5LEOU49CW5.jpg,aug_ai_00122.jpg,noise_injection
H5WR3V62NS.jpg,aug_ai_00123.jpg,masking
dfdc_train_fake_bndybcqhfr_75_0.jpg,aug_ai_00124.jpg,gaussian_blur
fake_Face2Face_955_078_0.jpg,aug_ai_00125.jpg,brightness_shift
1024_man_men_0866.jpg,aug_ai_00126.jpg,masking
fake_FaceShifter_568_628_0.jpg,aug_ai_00127.jpg,noise_injection
dfdc_train_fake_amowujxmzc_139_0.jpg,aug_ai_00128.jpg,masking
celebdf_train_id22_id24_0006_frame0_face1.jpg,aug_ai_00129.jpg,masking
celebdf_val_id8_id5_0002_frame300_face6.jpg,aug_ai_00130.jpg,noise_injection
768_man_SD_0206.jpg,aug_ai_00131.jpg,masking
celebdf_train_id58_id49_0005_frame420_face13.jpg,aug_ai_00132.jpg,color_jitter
dfdc_train_fake_aczrgyricp_86_0.jpg,aug_ai_00133.jpg,horizontal_flip
LIYKLTMI01.jpg,aug_ai_00134.jpg,masking
ai_detect_fake_296_20241130150750_A_close-up_shot_of_a_elderly_non-binary_person_of_.jpg,aug_ai_00135.jpg,color_jitter
dfdc_train_fake_dkwjwbwgey_269_0.jpg,aug_ai_00136.jpg,color_jitter
E0VAIS93LD.jpg,aug_ai_00137.jpg,rotation
768_woman_SD_0782.jpg,aug_ai_00138.jpg,color_jitter
XNFSIDAU8Z.jpg,aug_ai_00139.jpg,brightness_shift
fake_FaceSwap_083_213_1.jpg,aug_ai_00140.jpg,color_jitter
4S5GLQW79G.jpg,aug_ai_00141.jpg,noise_injection
DKPWEK5WLL.jpg,aug_ai_00142.jpg,noise_injection
ai_detect_fake_915_20241130174948_A_close-up_shot_of_a_young_adult_genderqueer_perso.jpg,aug_ai_00143.jpg,gaussian_blur
celebdf_val_id55_id50_0004_frame300_face6.jpg,aug_ai_00144.jpg,horizontal_flip
celebdf_train_id55_id54_0008_frame240_face22.jpg,aug_ai_00145.jpg,noise_injection
celebdf_train_id30_id35_0002_frame180_face5.jpg,aug_ai_00146.jpg,horizontal_flip
0AA5DLE3RL.jpg,aug_ai_00147.jpg,noise_injection
41FNMXYTU7.jpg,aug_ai_00148.jpg,masking
YT3LX2IHGJ.jpg,aug_ai_00149.jpg,color_jitter
MA3MOVCVXL.jpg,aug_ai_00150.jpg,brightness_shift
fake_NeuralTextures_084_042_1.jpg,aug_ai_00151.jpg,rotation
FWAK8LU7XQ.jpg,aug_ai_00152.jpg,horizontal_flip
fake_DeepFakeDetection_03_07__walking_outside_cafe_disgusted__CDSNLDQ8_1.jpg,aug_ai_00153.jpg,horizontal_flip
celebdf_test_id21_id32_0008_frame180_face4.jpg,aug_ai_00154.jpg,noise_injection
dfdc_train_fake_byqzyxifza_181_0.jpg,aug_ai_00155.jpg,rotation
W2DVDS08EE.jpg,aug_ai_00156.jpg,noise_injection
celebdf_train_id33_id30_0003_frame300_face14.jpg,aug_ai_00157.jpg,horizontal_flip
81P9ZJW9VQ.jpg,aug_ai_00158.jpg,color_jitter
dfdc_train_fake_acxnxvbsxk_173_0.jpg,aug_ai_00159.jpg,horizontal_flip
6O008AQEFZ.jpg,aug_ai_00160.jpg,color_jitter
dfdc_train_fake_etejaapnxh_33_0.jpg,aug_ai_00161.jpg,noise_injection
fake_FaceSwap_294_292_0.jpg,aug_ai_00162.jpg,gaussian_blur
64U2U3I1XT.jpg,aug_ai_00163.jpg,brightness_shift
dfdc_train_fake_aladcziidp_198_0.jpg,aug_ai_00164.jpg,horizontal_flip
KSZS7HX0NB.jpg,aug_ai_00165.jpg,masking
FUE3J6KA2K.jpg,aug_ai_00166.jpg,color_jitter
GXRAJSNS9C.jpg,aug_ai_00167.jpg,gaussian_blur
PAX62K2FY6.jpg,aug_ai_00168.jpg,horizontal_flip
P1E427XRWM.jpg,aug_ai_00169.jpg,gaussian_blur
6ZAX0BNPXJ.jpg,aug_ai_00170.jpg,horizontal_flip
dfdc_train_fake_adohikbdaz_10_0.jpg,aug_ai_00171.jpg,brightness_shift
6EUE5Z949N.jpg,aug_ai_00172.jpg,noise_injection
dfdc_train_fake_avnqydkqjj_194_0.jpg,aug_ai_00173.jpg,noise_injection
dfdc_train_fake_aettqgevhz_21_0.jpg,aug_ai_00174.jpg,horizontal_flip
28Q6HQ2TE7.jpg,aug_ai_00175.jpg,gaussian_blur
FV53VLZZZC.jpg,aug_ai_00176.jpg,color_jitter
1024_woman_SD_0755.jpg,aug_ai_00177.jpg,horizontal_flip
celebdf_train_id46_id42_0002_frame120_face3.jpg,aug_ai_00178.jpg,color_jitter
dfdc_train_fake_awukslzjra_138_0.jpg,aug_ai_00179.jpg,horizontal_flip
512_woman_SD_0631.jpg,aug_ai_00180.jpg,horizontal_flip
dfdc_train_fake_bmbbkwmxqj_46_0.jpg,aug_ai_00181.jpg,gaussian_blur
96BC2F8J56.jpg,aug_ai_00182.jpg,rotation
512_woman_SD_1298.jpg,aug_ai_00183.jpg,color_jitter
A5LKW3NBMW.jpg,aug_ai_00184.jpg,masking
6CK4K7K3H8.jpg,aug_ai_00185.jpg,rotation
fake_FaceSwap_145_299_0.jpg,aug_ai_00186.jpg,noise_injection
768_woman_SD_0683.jpg,aug_ai_00187.jpg,noise_injection
dfdc_train_fake_dnhvalzvrt_214_0.jpg,aug_ai_00188.jpg,masking
dfdc_train_fake_acxwigylke_56_0.jpg,aug_ai_00189.jpg,rotation
celebdf_train_id6_id9_0007_frame180_face4.jpg,aug_ai_00190.jpg,horizontal_flip
29DP70A010.jpg,aug_ai_00191.jpg,horizontal_flip
QD30RYX62V.jpg,aug_ai_00192.jpg,gaussian_blur
fake_FaceSwap_341_340_1.jpg,aug_ai_00193.jpg,gaussian_blur
PMG66UB7NY.jpg,aug_ai_00194.jpg,masking
fake_FaceShifter_717_684_0.jpg,aug_ai_00195.jpg,color_jitter
512_man_SD_0420.jpg,aug_ai_00196.jpg,brightness_shift
768_woman_SD_1040.jpg,aug_ai_00197.jpg,color_jitter
dfdc_train_fake_dkdwxmtpuo_154_0.jpg,aug_ai_00198.jpg,rotation
dfdc_train_fake_dxuplhwvig_1_0.jpg,aug_ai_00199.jpg,gaussian_blur
celebdf_test_id28_id33_0002_frame180_face1.jpg,aug_ai_00200.jpg,horizontal_flip
dfdc_train_fake_dgzklxjmix_148_0.jpg,aug_ai_00201.jpg,horizontal_flip
dfdc_train_fake_bjjbwsqjir_57_0.jpg,aug_ai_00202.jpg,brightness_shift
CG7YXG81Q5.jpg,aug_ai_00203.jpg,horizontal_flip
7ISRH3YAHO.jpg,aug_ai_00204.jpg,noise_injection
fake_FaceShifter_608_675_1.jpg,aug_ai_00205.jpg,rotation
dfdc_train_fake_bmioepcpsx_50_0.jpg,aug_ai_00206.jpg,color_jitter
1024_woman_SD_0140.jpg,aug_ai_00207.jpg,color_jitter
FJZWSS0OE4.jpg,aug_ai_00208.jpg,horizontal_flip
fake_Face2Face_239_218_0.jpg,aug_ai_00209.jpg,brightness_shift
celebdf_test_id49_id52_0001_frame360_face17.jpg,aug_ai_00210.jpg,noise_injection
dfdc_train_fake_bdgipnyobr_164_0.jpg,aug_ai_00211.jpg,color_jitter
celebdf_train_id9_id16_0002_frame300_face8.jpg,aug_ai_00212.jpg,rotation
E2JVBUTRG3.jpg,aug_ai_00213.jpg,rotation
D0167QOY9T.jpg,aug_ai_00214.jpg,rotation
dfdc_train_fake_cfyduhpbps_19_0.jpg,aug_ai_00215.jpg,color_jitter
dfdc_train_fake_apatcsqejh_51_0.jpg,aug_ai_00216.jpg,color_jitter
ZPOWJL8STK.jpg,aug_ai_00217.jpg,brightness_shift
MGYL8DJZRC.jpg,aug_ai_00218.jpg,rotation
7Z9XMISKOM.jpg,aug_ai_00219.jpg,horizontal_flip
dfdc_train_fake_aslsvlvpth_149_0.jpg,aug_ai_00220.jpg,color_jitter
fake_Deepfakes_265_475_0.jpg,aug_ai_00221.jpg,horizontal_flip
dfdc_train_fake_cuzrgrbvil_161_0.jpg,aug_ai_00222.jpg,masking
RKAC1796JK.jpg,aug_ai_00223.jpg,rotation
ODFYHPGGWT.jpg,aug_ai_00224.jpg,brightness_shift
dfdc_train_fake_ctzmavwror_54_0.jpg,aug_ai_00225.jpg,color_jitter
1871D5BX9Y.jpg,aug_ai_00226.jpg,brightness_shift
IXR2DQHX2E.jpg,aug_ai_00227.jpg,noise_injection
dfdc_train_fake_bntlodcfeg_167_0.jpg,aug_ai_00228.jpg,masking
fake_NeuralTextures_379_158_0.jpg,aug_ai_00229.jpg,color_jitter
UU5M4197XY.jpg,aug_ai_00230.jpg,gaussian_blur
8W5G0UPM0P.jpg,aug_ai_00231.jpg,masking
1024_man_men_0786.jpg,aug_ai_00232.jpg,gaussian_blur
8ENZEMFNRS.jpg,aug_ai_00233.jpg,color_jitter
1024_man_men_1398.jpg,aug_ai_00234.jpg,brightness_shift
1024_woman_SD_1486.jpg,aug_ai_00235.jpg,masking
768_woman_SD_1047.jpg,aug_ai_00236.jpg,color_jitter
UR0VRL5FLZ.jpg,aug_ai_00237.jpg,brightness_shift
dfdc_train_fake_avibnnhwhp_135_0.jpg,aug_ai_00238.jpg,rotation
celebdf_train_id16_id31_0001_frame120_face3.jpg,aug_ai_00239.jpg,color_jitter
I4S197QEEJ.jpg,aug_ai_00240.jpg,horizontal_flip
dfdc_validation_fake_crktehraph_1_0.jpg,aug_ai_00241.jpg,color_jitter
dfdc_train_fake_dhjmzhrcav_223_0.jpg,aug_ai_00242.jpg,rotation
celebdf_train_id4_id37_0002_frame60_face2.jpg,aug_ai_00243.jpg,rotation
512_woman_SD_1205.jpg,aug_ai_00244.jpg,rotation
512_man_SD_0829.jpg,aug_ai_00245.jpg,brightness_shift
celebdf_val_id53_id57_0005_frame300_face6.jpg,aug_ai_00246.jpg,brightness_shift
celebdf_train_id23_id20_0002_frame180_face4.jpg,aug_ai_00247.jpg,rotation
4RDHZQSIR4.jpg,aug_ai_00248.jpg,noise_injection
1024_man_men_1150.jpg,aug_ai_00249.jpg,gaussian_blur
FYTMO0QNLI.jpg,aug_ai_00250.jpg,rotation
56D70UUV8A.jpg,aug_ai_00251.jpg,gaussian_blur
D71IH2DHCS.jpg,aug_ai_00252.jpg,masking
dfdc_train_fake_chzieimrwu_118_0.jpg,aug_ai_00253.jpg,brightness_shift
XRVDJA67N4.jpg,aug_ai_00254.jpg,brightness_shift
fake_DeepFakeDetection_21_03__outside_talking_still_laughing__V53E3RVB_0.jpg,aug_ai_00255.jpg,gaussian_blur
dfdc_validation_fake_awhmfnnjih_29_0.jpg,aug_ai_00256.jpg,color_jitter
QAGFZ229F2.jpg,aug_ai_00257.jpg,rotation
5FG8JR36J3.jpg,aug_ai_00258.jpg,masking
U58YPJ9YHR.jpg,aug_ai_00259.jpg,gaussian_blur
dfdc_validation_fake_bsqgziaylx_190_0.jpg,aug_ai_00260.jpg,color_jitter
H64H2RA6RZ.jpg,aug_ai_00261.jpg,rotation
VBIDKRBGN5.jpg,aug_ai_00262.jpg,rotation
SH8F52ZAKD.jpg,aug_ai_00263.jpg,masking
0VLDIE7ZKZ.jpg,aug_ai_00264.jpg,gaussian_blur
S0YCEIOES1.jpg,aug_ai_00265.jpg,noise_injection
dfdc_train_fake_aklqzsddfl_296_0.jpg,aug_ai_00266.jpg,gaussian_blur
YBTJ9EE01S.jpg,aug_ai_00267.jpg,brightness_shift
7SDHQ4MWUE.jpg,aug_ai_00268.jpg,brightness_shift
512_man_SD_0728.jpg,aug_ai_00269.jpg,brightness_shift
dfdc_train_fake_cepxysienc_142_0.jpg,aug_ai_00270.jpg,rotation
dfdc_train_fake_bghphrsfxf_95_0.jpg,aug_ai_00271.jpg,noise_injection
fake_FaceSwap_272_396_0.jpg,aug_ai_00272.jpg,masking
celebdf_train_id52_id56_0006_frame180_face4.jpg,aug_ai_00273.jpg,color_jitter
fake_DeepFakeDetection_06_26__kitchen_still__L5BVR5L9_0.jpg,aug_ai_00274.jpg,color_jitter
HKNFG1QV7N.jpg,aug_ai_00275.jpg,horizontal_flip
768_woman_SD_0670.jpg,aug_ai_00276.jpg,brightness_shift
HT7G83U8ZB.jpg,aug_ai_00277.jpg,masking
JXXFJPGV23.jpg,aug_ai_00278.jpg,brightness_shift
fake_Deepfakes_994_986_0.jpg,aug_ai_00279.jpg,noise_injection
celebdf_train_id33_id34_0007_frame420_face11.jpg,aug_ai_00280.jpg,color_jitter
dfdc_train_fake_dxuplhwvig_251_0.jpg,aug_ai_00281.jpg,masking
dfdc_train_fake_apogckdfrz_172_0.jpg,aug_ai_00282.jpg,noise_injection
dfdc_train_fake_bmhvktyiwp_81_0.jpg,aug_ai_00283.jpg,brightness_shift
dfdc_validation_fake_byunigvnay_139_0.jpg,aug_ai_00284.jpg,brightness_shift
dfdc_validation_fake_adylbeequz_298_0.jpg,aug_ai_00285.jpg,noise_injection
dfdc_train_fake_eebserckhh_11_0.jpg,aug_ai_00286.jpg,masking
BMYCQ00F22.jpg,aug_ai_00287.jpg,color_jitter
512_man_SD_0597.jpg,aug_ai_00288.jpg,masking
512_woman_SD_0486.jpg,aug_ai_00289.jpg,rotation
dfdc_train_fake_ekkdjkirzq_53_0.jpg,aug_ai_00290.jpg,horizontal_flip
fake_DeepFakeDetection_19_10__talking_against_wall__O2IKR6YM_0.jpg,aug_ai_00291.jpg,noise_injection
dfdc_train_fake_bweezhfpzp_251_0.jpg,aug_ai_00292.jpg,color_jitter
K5OBVFDD1N.jpg,aug_ai_00293.jpg,brightness_shift
OS28KOB45B.jpg,aug_ai_00294.jpg,brightness_shift
fake_Face2Face_207_908_1.jpg,aug_ai_00295.jpg,brightness_shift
BQ8ZPVAHXQ.jpg,aug_ai_00296.jpg,gaussian_blur
HM3KW7I34D.jpg,aug_ai_00297.jpg,brightness_shift
2VH8ROQC1M.jpg,aug_ai_00298.jpg,brightness_shift
fake_Deepfakes_730_815_0.jpg,aug_ai_00299.jpg,color_jitter
ZR2HMFD8CB.jpg,aug_ai_00300.jpg,masking
CXXL4WE5C7.jpg,aug_ai_00301.jpg,gaussian_blur
SH0SF8VFD6.jpg,aug_ai_00302.jpg,noise_injection
768_man_SD_0987.jpg,aug_ai_00303.jpg,horizontal_flip
celebdf_train_id46_id48_0005_frame60_face3.jpg,aug_ai_00304.jpg,brightness_shift
QKBF4HX1NZ.jpg,aug_ai_00305.jpg,masking
dfdc_train_fake_cwrtyzndpx_294_0.jpg,aug_ai_00306.jpg,horizontal_flip
fake_Deepfakes_210_241_1.jpg,aug_ai_00307.jpg,color_jitter
4M794LB76G.jpg,aug_ai_00308.jpg,gaussian_blur
3OGS614OB4.jpg,aug_ai_00309.jpg,masking
W6E8LLNECZ.jpg,aug_ai_00310.jpg,horizontal_flip
1024_woman_SD_0194.jpg,aug_ai_00311.jpg,noise_injection
2U3XWQMW3W.jpg,aug_ai_00312.jpg,color_jitter
512_woman_SD_0868.jpg,aug_ai_00313.jpg,masking
dfdc_train_fake_aapnvogymq_55_1.jpg,aug_ai_00314.jpg,noise_injection
dfdc_train_fake_bmioepcpsx_88_0.jpg,aug_ai_00315.jpg,rotation
9HKY75QP56.jpg,aug_ai_00316.jpg,noise_injection
6CQ9U6SD2B.jpg,aug_ai_00317.jpg,horizontal_flip
fake_NeuralTextures_169_227_1.jpg,aug_ai_00318.jpg,rotation
T7SJNI5164.jpg,aug_ai_00319.jpg,gaussian_blur
1DSAS9Z65F.jpg,aug_ai_00320.jpg,horizontal_flip
1024_woman_SD_0909.jpg,aug_ai_00321.jpg,color_jitter
L9EDSNW08Z.jpg,aug_ai_00322.jpg,rotation
dfdc_train_fake_bsfmwclnqy_136_0.jpg,aug_ai_00323.jpg,rotation
H2XHZIY9BF.jpg,aug_ai_00324.jpg,horizontal_flip
SE9A26YZAT.jpg,aug_ai_00325.jpg,brightness_shift
dfdc_train_fake_cqhngvpgyi_193_0.jpg,aug_ai_00326.jpg,rotation
dfdc_train_fake_dzqwgqewhu_282_0.jpg,aug_ai_00327.jpg,brightness_shift
dfdc_train_fake_dgmevclvzy_141_0.jpg,aug_ai_00328.jpg,gaussian_blur
dfdc_train_fake_bqdjzqhcft_274_0.jpg,aug_ai_00329.jpg,horizontal_flip
PHC0EFF77C.jpg,aug_ai_00330.jpg,gaussian_blur
30YR8EVWS4.jpg,aug_ai_00331.jpg,horizontal_flip
S7RKZQBLU3.jpg,aug_ai_00332.jpg,noise_injection
AE3JBJCIXV.jpg,aug_ai_00333.jpg,brightness_shift
celebdf_val_id54_id56_0001_frame420_face9.jpg,aug_ai_00334.jpg,gaussian_blur
ZUNGGZ5DNJ.jpg,aug_ai_00335.jpg,gaussian_blur
5TSOIGPFBP.jpg,aug_ai_00336.jpg,brightness_shift
dfdc_validation_fake_dboxtiehng_216_0.jpg,aug_ai_00337.jpg,color_jitter
S4NS23FBHX.jpg,aug_ai_00338.jpg,brightness_shift
B5HLUXT0N8.jpg,aug_ai_00339.jpg,masking
dfdc_validation_fake_doanjploai_147_0.jpg,aug_ai_00340.jpg,horizontal_flip
dfdc_train_fake_bdbhekrrwo_123_0.jpg,aug_ai_00341.jpg,rotation
B6K38WB4J1.jpg,aug_ai_00342.jpg,horizontal_flip
6V0INXG0TJ.jpg,aug_ai_00343.jpg,rotation
dfdc_train_fake_aipfdnwpoo_276_0.jpg,aug_ai_00344.jpg,gaussian_blur
dfdc_train_fake_dhjmzhrcav_158_0.jpg,aug_ai_00345.jpg,masking
3ZZ04QR9AA.jpg,aug_ai_00346.jpg,rotation
dfdc_train_fake_ctpqeykqdp_5_0.jpg,aug_ai_00347.jpg,brightness_shift
WFPU6XWGLO.jpg,aug_ai_00348.jpg,masking
NW4A4X6B8F.jpg,aug_ai_00349.jpg,gaussian_blur
fake_Deepfakes_182_242_1.jpg,aug_ai_00350.jpg,color_jitter
NOFGNJCPHS.jpg,aug_ai_00351.jpg,masking
dfdc_validation_fake_aqpnvjhuzw_143_0.jpg,aug_ai_00352.jpg,brightness_shift
A5Q3UQV529.jpg,aug_ai_00353.jpg,noise_injection
2A656JUWJ7.jpg,aug_ai_00354.jpg,masking
4XF02BVBUT.jpg,aug_ai_00355.jpg,masking
dfdc_train_fake_cxrfacemmq_261_0.jpg,aug_ai_00356.jpg,brightness_shift
7W6I3OIMH8.jpg,aug_ai_00357.jpg,horizontal_flip
